"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"3857","M. Yanti","Ledian","MF","Little Lollipops",22,1997,1.79,-0.07,1.13,0.08,-0.1,1.25,0.08,-0.01,NA,26.25,-0.07,-0.09,-0.09,0.12,0.12,0.01,0,-0.02,47.17,64.63,72.66,802.31,227.54,28.15,32.94,85.61,12.43,14.14,87.47,5.79,15.31,38.55,0.61,0.3,0.28,2.4,1.73,0.01,0.06,2.94,3.56,1.1,2.86,0.61,0,1.23,1.82,66.6,0.68,11.84,2.97,25.08,4.22,6.99,0.5,1.77,0.62,-0.1,1.09,2.38,5.89,1.18,0.05,"C",2021
"3858","O. Obeng","Quewenia","MFDF","Little Lollipops",23,1996,15.9,0.11,0.75,0.13,18.27,0.75,0.2,0.08,0.52,19.14,0.01,0.05,0.01,0.17,0.05,0.14,-0.1,-0.1,37.13,42.07,88.5,681.16,174.81,15.31,16.76,92.18,16.82,17.97,93.66,4.31,5.72,74.39,0.06,0.13,-0.11,0.54,3.1,0.52,0.04,3.52,1.84,1.34,1.03,0.65,0.1,0.76,1.36,50.07,0.63,12.59,4.03,32.46,5.44,6,1.08,1.76,0.55,-0.01,1.29,1.76,3.55,2.22,0.13,"C",2021
"3859","N. Nalule","Esia","MFFW","Little Lollipops",31,1988,21.71,0.56,2.31,1.03,44.8,2.2,1.04,0.24,0.39,19.7,0.36,0.37,0.33,0.51,0.27,0.13,0.21,0.24,39.45,48.14,82.02,668.03,152.75,20.01,23.18,86.92,13.33,16.29,81.54,4.63,6.27,74.01,0.45,0.28,0.17,2.08,3.13,0.92,0.13,4.06,1.66,1.07,0.31,0.98,0.24,0.34,1.58,24.13,1.06,20.92,5.28,25.57,3.56,9.51,7.82,1.19,0.27,0.14,1.08,0.26,1.8,1.03,-0.09,"C",2021
"3860","M. Bonnet","Giumle Lizeibon","MFFW","Little Lollipops",21,1999,15.2,0.13,1.02,0.42,43.84,0.96,0.46,0.27,0.43,14.69,0.1,0.06,-0.03,0.04,0.13,0.19,0.14,0.02,27.94,36.78,76.38,398.46,97.45,16.89,19.72,84.75,8.34,10.82,77.03,1.66,2.59,60.02,0.08,0.23,0,1.15,1.98,0.85,0.03,2.92,1.78,1.24,0.49,0.89,0.3,0.53,2.38,21.5,1.89,24.97,6.94,27.48,4.97,13.22,6.74,1.56,0.05,-0.1,1.5,0.87,2.63,0.33,0.02,"C",2021
"3867","G. Wahab","Dosqaly","DFMF","Marvelous Anchors",30,1990,26.7,0.12,0.92,0.31,40.86,0.79,0.24,0.05,0.14,21.21,0.29,-0.05,-0.02,0.11,0.08,0.1,-0.06,0.09,37.98,49.63,76.68,763.52,334.3,14.43,16.9,85.74,16.73,21.08,79.81,6.1,9.71,64.26,0.15,-0.02,-0.03,0.95,3.07,1.36,0.79,4.86,1.42,1.03,0.58,0.65,0.3,0.4,0.96,32.13,0.73,11.57,3.55,30.49,4.11,5.13,2.51,2.1,0.42,0.05,1.52,0.86,2.27,1.87,0.06,"C",2021
"3871","P. Ma","Esia","FWMF","Marvelous Anchors",26,1994,23.22,0.18,1.67,0.59,31.76,1.68,0.49,0.17,0.31,12.38,0.01,0.08,0.06,0.4,0.33,0.19,-0.08,-0.14,19.14,28.38,67.64,290.93,55.25,11.75,14.8,80.08,5.53,8.64,64.16,1.25,2.4,52.55,0.2,0.08,0.13,0.82,1.15,0.56,0.13,1.64,1.33,0.69,0.37,0.49,0.34,0.38,1.52,25.03,1.07,19.71,5.94,30.42,3.77,8.45,7.44,1.12,0.13,0.02,1.05,0.64,2.04,0.83,0.04,"C",2021
"3872","L. Owori","Landli Blicporlip","FWMF","Marvelous Anchors",20,1999,9.08,0.49,1.5,0.76,46.11,1.5,0.61,0.4,0.59,17.01,-0.06,-0.02,0.02,0.17,0.2,0.04,0.17,0.28,31.1,41.17,75.68,483.74,158.36,17.56,21.61,81.26,9.85,12.54,78.33,2.39,4.31,56.32,0.06,0.25,-0.25,1.71,2.72,2.09,0.38,4.89,0.99,0.45,0.11,0.65,0.25,0.36,1.9,16.75,1.56,28.53,6.33,21.91,4.29,15.86,8.3,1.27,0.04,0.03,1.21,1.2,2.08,1.29,-0.09,"C",2021
"3875","M. Ojo","Dosqaly","MF","Marvelous Anchors",25,1995,24.55,-0.03,1.1,0.29,27.55,1.12,0.25,-0.01,0.03,22.45,0.07,-0.06,-0.06,0.08,0,0.1,0.02,-0.13,33.07,43.3,76.48,642.19,158.55,13.62,16.67,81.92,14.09,17.1,82.4,4.83,7.43,65.91,0.09,0.03,0.12,0.48,3.05,0.4,0.17,3.77,2.56,1.67,1.05,1.3,0.31,0.67,2.44,23.72,1.85,20.95,5.9,27.86,6.24,11.32,3.23,2.21,0.38,-0.07,1.84,2.02,4.52,1.57,-0.08,"C",2021
"3876","G. Moulin","Esia","MF","Marvelous Anchors",20,2000,5.58,-0.02,1.64,0.28,22.16,1.62,0.36,-0.02,-0.05,23.5,0.07,0,-0.03,0.1,0.02,0.07,-0.04,-0.04,28.93,35.76,80.8,512.74,119.8,13.63,16.86,80.55,11.7,13.37,87.68,3.01,4,77.25,-0.01,0.05,0.04,0.51,2.09,0.63,0.02,3.45,2.41,1.35,1.16,1.04,0.26,0.67,1.26,57.19,0.64,16.3,5.43,33.78,6.28,7.32,2.45,1.7,0.28,0.08,1.34,1.76,4.24,1.93,0.07,"C",2021
"3877","N. Tugumisirize","Esia","MF","Marvelous Anchors",30,1990,30.21,0.01,0.65,0.3,42.17,0.7,0.19,0.03,0.08,16.76,0.05,0.03,-0.07,0.14,0.14,0.07,-0.05,0.03,38.68,45.99,84.39,744.29,207.39,13.61,15.94,85.55,19.38,21.18,91.53,4.73,6.66,71.47,0.17,-0.03,0.05,0.62,3.15,0.59,0.07,3.58,2.59,1.4,0.87,1.35,0.3,0.82,2.21,35.25,1.49,18.82,4.89,25.97,5.57,10.47,2.88,1.68,0.31,-0.04,1.4,1.66,4.2,1.61,-0.01,"C",2021
"3878","M. Manda","Quewenia","MF","Marvelous Anchors",20,2000,0.11,0.05,0,0.09,NA,-0.08,0.06,NA,NA,NA,-0.05,0.06,-0.01,-0.08,-0.09,NA,0.04,0,19.93,30,66.72,264.92,104.93,4.96,15.01,33.36,10.08,10,100.06,-0.02,-0.04,NA,0.09,0.09,0.03,0,-0.05,0.04,-0.04,0.06,0.08,0.01,0,0.04,0.01,0.05,4.91,-0.07,4.96,30.08,4.97,16.64,10.05,9.91,10.04,0.06,0.04,0.05,0.06,0.04,-0.07,-0.08,0.05,"C",2021
"3879","E. Oh","Esia","MFDF","Marvelous Anchors",21,1999,2.92,0.05,1.38,-0.03,0.03,1.4,-0.03,0.05,NA,21.06,0,0.08,-0.01,0.09,0.09,-0.04,-0.12,-0.16,41.96,53.69,78.34,861.31,162.74,14.07,17.24,80.8,19.24,22.24,86.62,7.59,9.91,76.75,0.01,0.09,0.1,0.43,3.59,0.24,-0.09,2.59,1.57,0.94,0.59,1.08,0.04,0,0.71,-0.02,0.69,20.97,5.26,25.45,8,12.03,0.97,2.67,0.31,0.01,2.3,-0.02,1.72,2.25,-0.08,"C",2021
"3880","G. Poulsen","Moaithe","MFDF","Marvelous Anchors",30,1990,0.75,-0.03,0.07,0.08,NA,0.01,0.04,NA,NA,NA,0.08,0.02,-0.05,0.06,-0.04,NA,-0.05,-0.07,25.78,31.46,81.84,421.35,38.68,9.92,12.94,77.78,12.91,14.29,89.99,1.44,1.48,100.06,-0.07,-0.05,-0.06,0.01,1.49,-0.02,0.04,-0.01,2.87,1.45,1.5,0.02,1.46,1.44,1.41,99.94,-0.07,18.59,1.37,7.63,8.49,8.59,1.47,4.25,1.52,0.05,2.76,2.86,5.62,0.07,-0.04,"C",2021
"3881","Q. Alhassan","Esia","MFFW","Marvelous Anchors",26,1994,5.39,0.01,1.78,0.65,29.95,1.8,0.54,-0.07,-0.04,18.97,-0.05,0.03,-0.07,0.24,0.12,0.06,-0.18,-0.3,32.04,39.99,80,561.01,116.3,13.79,16.42,83.11,12.43,14.98,82.64,4.27,5.9,71.82,0.03,0.08,-0.01,0.28,2.64,0.84,0.19,3.47,1.59,1.34,0.62,0.51,0.56,0.73,3.49,21.07,2.74,27.9,7.66,27.39,8.03,12.32,7.36,1.66,0.3,0,1.25,0.71,2.42,1.75,0.03,"C",2021
"3882","L. Wasswa","Landli Blicporlip","MFFW","Marvelous Anchors",26,1994,2.48,0.08,1.16,0.01,-0.04,1.16,0.04,0.02,NA,13.46,0.06,-0.02,0.04,0.09,0.09,0.05,-0.13,-0.1,22.5,29.51,76.06,362.83,85.84,13.32,15.1,88.85,7.15,9.08,77.29,1.61,3.81,44.49,0.07,0.1,0.03,0.51,1.19,0.03,0.05,2.99,2.06,0.74,0.43,0.82,0.75,0.35,1.21,33.23,0.76,28.8,6.22,21.67,5.09,14.28,9.61,1.75,0.38,-0.1,1.31,2.06,4.13,0.81,-0.08,"C",2021
"3883","G. Acheampong","New Uwi","MFFW","Marvelous Anchors",23,1997,18.59,0.49,2.54,1.13,43.5,2.41,1.14,0.21,0.43,15.63,0.17,0.11,0.07,0.35,0.31,0.12,0.1,0.04,19.12,26.67,71.84,339.25,110.61,9.54,12.21,78.24,7.19,9.39,76.24,2.25,3.85,60.07,0.07,0.16,0.13,0.87,2.2,1.04,0.52,3.12,1.21,0.7,0.46,0.49,0.12,0.22,0.65,33.22,0.47,16.56,3.65,22.16,2.72,8.99,5.04,1.03,0.02,0.05,0.83,0.54,1.64,0.58,-0.07,"C",2021
"3884","D. Mortenson","Sobianitedrucy","MFFW","Marvelous Anchors",27,1993,25.63,0.43,2.24,1.03,43.67,2.04,0.95,0.05,0.19,20.11,0.37,0.16,0.07,0.27,0.15,0.18,-0.02,-0.07,32.96,44.28,74.42,660,202.16,13.47,15.25,88.34,12.88,15.73,81.57,5.88,10.7,55.18,0.36,0.28,0.18,2.51,2.47,1.39,0.25,4.59,0.79,0.5,0.27,0.4,0.24,0.42,1.57,31.73,1.05,10.12,2.21,22.69,2.46,4.21,3.52,1.05,0.1,-0.04,1.04,0.95,1.93,0.61,0.09,"C",2021
"3895","J. Wibowo","Esia","FWMF","Mean Trolls",29,1990,22.58,0.39,1.81,0.65,34.1,1.85,0.54,0.12,0.5,14.99,0,-0.08,0.07,0.28,0.31,0.2,0.05,0.14,11.58,20.72,56.18,199.15,43.9,5.75,8.74,65.83,4.38,7.7,58.18,1.12,2.52,41.45,0.18,-0.01,0.11,0.66,0.59,0.45,0.18,1.1,2.05,0.91,0.73,0.94,0.41,0.6,2.29,26.44,1.65,22.6,4.51,20.21,4.02,10.71,7.77,2.22,0.27,-0.02,2.05,0.81,2.68,1.24,0.03,"C",2021
"3896","V. Supriadi","Esia","FWMF","Mean Trolls",22,1997,15.62,0.27,3.49,1.35,36.46,3.53,1.29,0.11,0.23,19.99,-0.04,0.05,-0.07,0.31,0.33,0.09,-0.17,-0.2,18.19,30.49,59.61,359.12,113.11,6.99,9.95,71.53,7.03,9.78,71.63,3.34,7.85,41.74,-0.01,0.15,-0.12,1.04,1.92,0.67,0.37,2.42,1.22,0.53,0.13,0.55,0.58,0.25,0.9,35.65,0.49,16.15,3.52,21.61,3.21,8.06,4.85,0.88,-0.02,0.06,0.85,0.59,1.72,0.58,-0.04,"C",2021
"3897","Z. Matsui","Giumle Lizeibon","FWMF","Mean Trolls",26,1994,9.34,0.17,1.36,0.3,23.05,1.31,0.36,0.13,0.41,18.51,0.04,0.05,-0.07,0.08,0.08,0.14,0.09,0.01,18.46,28.58,64.52,309.48,78.82,9.28,11.46,81.03,5.75,9.32,62.77,2.31,5.39,41.1,0.28,0.07,0.04,0.67,2.41,0.71,0.05,2.07,1.48,1.11,0.5,1.02,0.04,0.2,0.77,12.42,0.81,19.59,5.54,28.62,2.28,12.59,4.6,0.7,0.06,0.09,0.68,0.06,1.65,1.56,-0.04,"C",2021
"3898","A. Lekuru","Leoneku Guidisia","FWMF","Mean Trolls",22,1997,4.17,0.02,1.12,-0.04,0.07,1.25,-0.01,-0.06,NA,17.4,-0.04,-0.08,-0.07,0.15,0.09,0.03,-0.15,-0.07,16.14,23.74,67.98,258.88,83.81,8.57,10.26,83.79,5.87,7.43,80.64,1.22,3.74,31.38,0.17,0.24,0.01,1.38,1.11,1.04,0.28,0.88,0.92,0.56,0.53,0.29,0.21,0.73,1.77,42.87,0.93,16.41,2.85,17.33,2.94,7.47,6.23,0.64,0.27,0.09,0.48,1.18,2.14,1.6,0.07,"C",2021
"3899","H. Nuraeni","Republic of Denand Landsa","FWMF","Mean Trolls",23,1996,0.32,0.03,0.04,-0.06,NA,0.02,-0.06,NA,NA,NA,0.05,0.07,-0.05,-0.07,0.05,NA,-0.07,-0.05,14.92,32.51,46.18,195.04,57.44,7.41,12.54,59.92,5.1,10.07,49.98,-0.02,4.96,-0.02,2.43,1.67,0.69,2.51,0.03,0.09,-0.06,0,2.46,2.44,0.04,2.47,0.04,2.47,2.41,99.95,0,24.99,7.41,29.95,2.45,22.55,0,2.45,-0.03,0.05,2.58,4.97,7.47,-0.03,0.1,"C",2021
"3901","A. Malkah","Esia","MF","Mean Trolls",30,1990,20.57,0.03,0.36,0.12,16.73,0.22,0.06,-0.09,-0.06,17.16,0.04,-0.09,0.04,0.06,0.06,0.07,0.05,-0.08,33,40.68,81.2,637.56,178.51,14.52,16.32,88.66,12.92,15.42,84.27,4.97,7.21,69.19,0.09,-0.01,-0.14,0.76,2.96,0.34,-0.01,3.6,1.15,0.59,0.59,0.65,0.11,0.63,1.82,33.21,1.08,15.23,4.92,31.61,5.22,8.47,1.51,1.73,0.59,0,1.09,1.4,2.51,1.51,-0.02,"C",2021
"3902","Q. Maphosa","Esia","MF","Mean Trolls",26,1994,20.13,0.08,0.42,0.21,40.07,0.57,0.25,0.1,0.21,18.33,-0.07,0.08,-0.06,0.03,-0.01,0.17,-0.08,-0.05,24.45,33.2,73.69,439.32,108.43,10.28,12.77,81.31,10.14,13.27,77.84,2.93,5.2,55.27,-0.05,-0.08,0.06,0.4,1.39,0.68,0.12,2.1,1.79,1.02,0.76,0.98,0.18,0.4,1.22,37.47,0.74,16.64,4.92,29.28,5.33,9.1,2.18,1.33,0.39,0.08,1.01,1.06,2.94,2.89,0.01,"C",2021
"3903","U. Gan","Esia","MF","Mean Trolls",19,2000,-0.04,-0.08,-0.09,-0.03,NA,0.06,-0.07,NA,NA,NA,-0.07,0.05,-0.09,-0.05,-0.04,NA,0.03,-0.09,0.98,0.91,100.03,3.06,-0.03,-0.02,-0.01,NA,0.09,-0.09,NA,0,-0.07,NA,-0.05,-0.06,0.09,0.04,0.02,-0.05,-0.05,0.07,0.05,-0.03,-0.06,0.03,0.05,0.01,0.02,NA,-0.1,1.93,-0.03,0.06,2.05,-0.08,0.09,0.94,-0.07,-0.07,1.03,0.04,-0.03,0.08,-0.01,"C",2021
"3904","U. He","Galamily","MF","Mean Trolls",30,1989,2.98,-0.02,0.41,-0.07,-0.03,0.39,-0.1,0.02,NA,14.07,-0.08,-0.08,0.02,-0.01,0.01,0.23,-0.13,-0.04,32.75,47.91,68.2,540.37,129.61,15.22,21.97,69.78,11.09,14.33,76.65,3.9,6.61,60.05,-0.01,0.03,0.02,0.43,3.31,-0.03,-0.06,2.91,1.24,0.65,0.7,0.73,0.01,-0.06,2.03,-0.02,1.98,30.74,8.4,27.21,12.02,15.35,3.29,0.93,0.09,-0.06,1.08,2.6,3.95,1.94,-0.01,"C",2021
"3905","B. Zee","Nathuacamana","MF","Mean Trolls",25,1995,23.13,0.08,0.76,0.03,0.03,0.62,0.04,0.03,NA,27.75,0.08,0.09,-0.07,0.03,-0.05,-0.04,0.07,0.02,27.76,34.64,80.33,607.59,141.22,9.29,11.26,82.75,12.42,14.14,88.33,5.78,8.25,71.2,-0.07,0.04,0.05,0.48,2.31,0.3,0,2.5,3.16,1.99,1.35,1.76,0.26,1.06,2.66,42.58,1.52,20.08,6.59,32.45,7.95,10,1.92,1.94,0.31,0.06,1.68,1.57,4.7,1.18,-0.06,"C",2021
"3906","I. Achom","Esia","MFDF","Mean Trolls",18,2002,0.39,-0.07,0.02,0.08,NA,0.09,-0.07,NA,NA,NA,-0.06,-0.01,-0.07,0.02,0,NA,0.02,0.05,39.94,59.92,66.74,764.92,220.03,20,29.93,66.75,7.48,14.93,49.97,12.43,12.54,99.92,0.05,0.01,0.08,0.01,2.46,0.05,0.08,4.91,-0.03,-0.1,0,0,0.01,-0.02,2.45,0.02,2.51,15.07,5.06,33.4,7.56,7.45,-0.09,2.49,0.04,0.01,2.48,2.49,2.59,2.54,0.01,"C",2021
"3907","M. Kakaire","Sobianitedrucy","MFDF","Mean Trolls",32,1988,29.53,0.27,1.37,0.42,34.15,1.19,0.43,0.03,0.37,21.61,0.35,-0.01,0.06,0.16,0.13,0.05,0.01,0.06,27.86,40.17,68.94,538.03,225.56,12.47,14.84,84.05,9.81,13.4,73.43,4.65,9.37,49.14,0.1,0.18,-0.06,1.61,1.97,1.19,0.32,3.15,2.82,1.67,1.08,1.25,0.44,0.96,3.31,31.27,2.23,21.34,6,27.53,7.16,10.49,3.76,2.41,0.09,-0.1,2.16,1.38,4.06,1.51,-0.08,"C",2021
"3908","M. Yanti","Ledian","MFFW","Mean Trolls",22,1997,7.24,0.19,1.04,0.48,37.47,1.16,0.35,0.1,0.25,20.18,0.16,-0.09,0,0,0.05,0.02,0.1,0.07,23.72,36.14,65.93,407.77,142.67,12.96,15.84,80.99,7.47,11.52,63.45,2.81,6.82,40.04,0.06,0.12,0.03,1.15,1.62,0.64,-0.1,2.66,1.06,0.7,0.61,0.21,0.07,0.32,1.02,42.82,0.59,17.73,5.08,28.45,4.9,10.22,2.52,0.98,0.25,-0.1,0.78,1.28,2.1,0.57,0.11,"C",2021
"3909","G. Odoch","Quewenia","MFFW","Mean Trolls",21,1998,17.87,0.38,2.06,0.67,34.28,2.09,0.72,0.17,0.45,15.49,0.07,-0.07,-0.03,0.25,0.28,0.03,0.19,0.05,23.19,30.39,76.49,413.6,90.78,10.71,12.81,84.36,9.7,11.8,82.42,2.48,3.75,63.25,0.09,0.19,0.06,1.31,1.66,1,0.02,2.62,1.19,0.75,0.44,0.68,0.07,0.22,1.2,19.01,1.01,14.87,4.93,33.3,3.85,6.78,4.27,2.19,0.15,0.04,2.03,1.52,2.78,1.02,0,"C",2021
"3917","C. Van den Berg *","Redohrainbri","DFMF","Punctual Archers",22,1997,11.91,0.03,0.49,0.1,-0.08,0.56,0.09,0.05,NA,22.4,0,-0.09,0.05,-0.07,0.02,-0.04,-0.1,-0.02,35.16,47.88,73.46,624.1,203.36,17.27,20.34,85.06,12.78,17.09,74.35,4.65,7.83,59.85,0.19,0.03,-0.02,0.77,1.24,0.55,0.27,2.28,1.83,0.92,0.72,0.98,0.31,0.83,1.38,58.84,0.65,15.43,4.83,30.95,4.86,7.81,2.6,2.22,0.13,0,1.96,1.15,2.92,1.91,0.15,"C",2021
"3923","K. Ssenyondo","Esia","FWMF","Punctual Archers",28,1992,1.57,-0.01,1.32,1.15,99.9,1.19,1.33,0.09,0.08,21.12,-0.03,-0.09,0.1,0.16,0,0.16,-0.06,-0.12,28.82,35.57,80.79,510.03,163.75,14.47,16.28,88.54,10.58,13.15,81.08,3.11,4.37,71.47,0.66,0.22,0.36,1.27,1.83,0.6,0.03,4.43,1.34,0.66,-0.1,1.22,0.07,-0.1,0.63,0.09,0.7,12.52,1.94,14.99,0.7,9.45,2.54,0.57,-0.06,-0.03,0.56,-0.02,1.26,0.7,-0.03,"C",2021
"3924","O. Kayongo","Esia","FWMF","Punctual Archers",32,1988,18.15,0.55,1.19,0.64,52.14,1.3,0.64,0.22,0.47,19.7,-0.03,0.36,0.25,0.36,0.05,0.18,0.33,0.22,31.26,41.31,75.47,641.44,128.76,11.6,14.49,81.3,12.71,15.35,82.46,6.05,8.99,67.16,0.29,0.34,0.08,2.14,2.51,1.23,0.36,3.79,0.41,0.25,0.26,0.24,0.02,0.01,0.66,15.3,0.63,10.51,3.46,32.54,1.09,5.77,3.72,0.89,0,0.08,0.86,0.36,0.71,0.45,-0.1,"C",2021
"3925","Q. Patil","Esia","FWMF","Punctual Archers",27,1993,10.87,0,1.75,0.71,36.8,1.85,0.68,0.03,0.09,17.08,0.09,-0.04,0.08,0.15,0.13,0.09,-0.06,-0.07,18.36,29.36,61.94,329.93,87.59,8.24,11.49,71.75,7.41,10.63,68.91,2.13,4.16,52.27,-0.02,0.17,-0.01,0.95,1.1,1.13,0.71,1.32,1.5,0.9,0.72,0.56,0.29,0.14,1.61,11.04,1.44,17.36,4.66,27.07,4.99,8.43,3.94,1.69,0.14,0.09,1.6,0.61,2.13,1.16,0.09,"C",2021
"3926","Z. Namatovu","Esia","FWMF","Punctual Archers",23,1997,8.39,0.43,2.78,1.2,43.54,2.76,1.11,0.09,0.36,16.39,0.1,-0.08,0.08,0.38,0.45,0.1,0.03,0.04,17.69,24.44,72.67,294.24,93.06,9.29,12.38,75.6,5.54,6.84,80.66,2.08,3.54,58.68,0.06,0.11,-0.03,0.91,1.79,0.61,-0.04,2.34,1.1,0.91,0.12,0.91,0.15,0.31,1.94,11.85,1.73,20.96,6.08,29.01,2.89,11.43,6.35,1.7,0.01,0.09,1.62,1.33,2.51,0.63,0.03,"C",2021
"3927","F. Sun","Riazbe Ryma","FWMF","Punctual Archers",25,1995,12.23,0.24,2.54,0.9,32.39,2.53,0.8,0.01,0.34,21.96,0.02,-0.09,-0.06,0.17,0.19,0.05,0.14,0.03,17.12,27.36,63.17,302.47,95.29,8.41,11.35,74.13,7.15,10.63,67.27,1.3,3.74,37.83,0.34,0.26,0.04,1.52,0.8,1.46,1.17,1.93,0.56,0.49,0.22,0.19,0.1,0.29,0.49,59.98,0.15,10.45,3.18,30.15,1.86,5.1,3.57,0.85,-0.1,0.05,0.72,0.37,1.1,0.37,0.05,"C",2021
"3930","A. Popovi?","Esia","MF","Punctual Archers",25,1994,28.17,0.16,1.51,0.37,22.53,1.38,0.3,0.11,0.64,22.26,0.22,0.05,0.03,0.08,0.11,0.12,0.15,0.18,41.07,52.01,79.01,773.75,217.73,17.46,20.56,85.15,17.42,21.2,82.24,5.43,8.48,64.54,0.11,0.11,0,0.94,4.05,0.55,0.11,4.54,2.2,1.43,1.12,0.94,0.13,0.53,1.53,37.2,1.01,18.75,5.92,31.04,6.1,10.35,2.2,1.37,0.33,0.03,1.2,2.02,4.24,1.05,0.05,"C",2021
"3931","K. Anek","Esia","MF","Punctual Archers",29,1990,9.86,0.02,0.37,0.01,24.93,0.38,0.09,-0.03,-0.08,14.72,-0.07,-0.03,0.03,0.02,-0.03,0.13,-0.1,-0.08,17.31,23.4,74.14,297.14,76.77,8.1,9.59,85.22,7.06,9.14,75.82,1.46,3.16,48.5,0.05,0.1,0.09,0.06,1.15,0.39,0.12,1.92,2.48,1.32,1.2,1.09,0.22,0.73,2.54,28.05,1.74,19.58,5.48,28.41,6.69,9.42,3.23,1.67,0.22,0.07,1.24,0.56,3.06,1.08,-0.02,"C",2021
"3932","U. Kumakech","Esia","MF","Punctual Archers",19,2001,0.2,-0.01,0.04,-0.01,NA,0.07,-0.09,NA,NA,NA,-0.04,0.04,-0.02,-0.02,0.05,NA,-0.03,0.06,20.01,30.07,66.66,409.94,19.96,9.99,9.92,100.08,10,9.92,100.1,-0.02,0.01,NA,0.05,-0.08,-0.01,-0.09,0,-0.09,0.01,0.02,-0.03,-0.08,0.01,0.06,0.04,0.03,-0.05,NA,0.05,0.07,0.08,NA,-0.09,0.05,-0.09,0.04,-0.07,0.01,-0.04,0,-0.1,0,-0.07,"C",2021
"3933","V. Cherop","Esia","MF","Punctual Archers",34,1985,11.4,-0.06,0.56,-0.06,-0.06,0.51,-0.07,0.04,NA,18.82,-0.02,0.01,-0.07,0,0.13,0.14,-0.05,0.03,32.46,41.05,78.84,565.83,158.38,15.64,17.86,88.37,11.81,14.77,80.56,3.84,6.29,61.59,-0.05,0.09,-0.07,0.64,3.31,0.71,0.11,4.14,1.8,0.96,1.04,0.31,0.63,0.58,1.69,30.05,1.22,18.57,6.38,34.63,4.75,8.18,5.54,1.64,0.31,-0.08,1.35,1.09,2.9,2.22,0.09,"C",2021
"3934","X. Wasswa","Esia","MF","Punctual Archers",25,1995,20.25,0.2,1,0.31,25.07,1.08,0.26,0.09,0.58,13.89,0.08,-0.08,0.05,0.04,0.02,0,0.04,0.14,28.64,36.88,77.6,526.32,102.96,11.38,14.14,80.75,12.84,15.47,83.36,3.31,4.72,69.12,-0.04,0.07,0.07,0.35,1.96,0.12,-0.02,2.45,1.97,1.33,0.74,1.07,0.18,0.56,1.47,38.78,0.86,15.31,5.29,33.62,3.69,9.52,2.3,1.58,0.1,0.02,1.5,1.56,3.41,1.19,0.07,"C",2021
"3935","U. Alizadeh","Lylimi","MFFW","Punctual Archers",22,1997,5.13,0.18,1.66,0.78,44.38,1.81,0.88,0.1,0.16,16.96,-0.06,-0.01,-0.1,0.31,0.23,0.03,-0.03,-0.11,14.91,21.15,70.41,255.39,78.48,6.97,10.06,70.69,4.98,7.06,69.4,1.88,2.55,76.92,-0.09,0.26,-0.26,1.23,1.42,0.64,0.66,1.45,1.48,0.69,0.42,0.86,0.48,0.47,1.95,19.91,1.58,19.25,5.14,26.48,5.78,9.17,4.35,2.27,0.43,-0.04,1.9,1.75,3.24,1.1,0.1,"C",2021
"3936","M. Kiiza","Mico","MFFW","Punctual Archers",24,1996,21.81,0.18,1.69,0.67,35.05,1.63,0.68,0.1,0.21,18.26,0.19,0.09,0.09,0.21,0.19,0.08,-0.06,0.06,21.26,29.82,70.96,336.56,92.98,10.78,12.88,83.52,7.54,10.64,70.21,1.77,3.82,44.73,0.13,0.18,0.07,0.92,1.61,0.45,0.19,1.88,1.11,0.71,0.36,0.54,0.09,0.44,1.29,32.15,0.87,17.15,5.12,29.56,4.02,9,4.08,1.42,0.14,0.02,1.3,1.43,2.5,0.72,0.11,"C",2021
"3946","J. Mazur","Esia","FWMF","Red Artichokes",31,1988,8.29,0.21,1.72,0.57,35.8,1.6,0.58,-0.01,0.24,16.53,0.02,0.01,0.04,0.14,0.1,0.06,0.03,-0.08,11.91,21.94,54.96,175.83,42.55,7.06,10.73,64.36,3.97,6.47,61.14,0.51,1.79,33.38,0.02,0.19,-0.02,1.29,1.25,-0.02,-0.01,1.19,1.36,1.04,0.2,0.8,0.55,0.29,3.44,6.99,3.27,40.18,9.32,23.33,5.38,21.3,13.43,1.54,0.42,0.02,1.11,0.31,1.81,1.58,-0.05,"C",2021
