"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"4862","P. Peh","Dosqaly","FWDF","Festive Governors",23,1997,19.66,0.21,2.89,1.05,36.37,2.75,0.96,0.2,0.21,17.25,0,0,-0.06,0.19,0.27,0.17,0.05,-0.04,42.84,51.97,82.49,676.54,147.53,24.48,27.28,90.08,14.51,17.86,82.24,2.97,4.39,66.92,0.23,0.24,-0.1,1.79,2.11,2.29,0.37,3.94,0.95,0.55,0.25,0.57,0.08,0.18,0.75,35.61,0.53,14.56,3.33,22.85,1.75,5.99,6.94,1.03,-0.06,-0.05,1.1,0.77,1.64,0.09,-0.04,"E",2021
"4874","H. Gaillard","Byasier Pujan","MFDF","Festive Governors",23,1997,35.03,0.14,0.44,0.25,35.2,0.49,0.07,0.19,0.55,10.74,0.09,-0.09,0.1,0.13,0.12,0.32,-0.08,-0.12,74.12,80.88,91.87,1252.3,342.57,34.52,37.21,92.69,32.12,33.83,94.92,5.62,6.69,84.35,0.14,0.08,-0.06,1.34,6.52,0.91,-0.03,5.35,1.23,0.78,0.54,0.58,0.09,0.36,0.97,29.68,0.82,10.3,3.18,31.61,2.85,5.33,2.14,0.99,0.11,0,0.83,1.12,2.17,0.98,-0.04,"E",2021
"4876","G. Katumba","Biarizea","DF","Flying Penguins",26,1993,10.01,-0.03,0.35,0.08,33.32,0.37,0.01,0.09,0.02,8.21,-0.03,0.04,-0.08,-0.04,-0.06,0.03,-0.09,0.01,12.81,20.67,61.87,259.96,88.03,4.18,5.35,75.94,6.26,8.17,75.64,2.14,6.33,34.82,0.07,0.01,-0.05,0.05,0.99,-0.02,-0.02,1.7,1.29,0.75,1.1,0.14,0.05,0.39,0.4,60,0.25,7.55,2.48,32.99,4.53,2.8,0.1,0.5,0.38,-0.08,0.28,1.24,2.5,9.67,-0.01,"E",2021
"4877","D. Egger","Janmico","DF","Flying Penguins",32,1988,27.05,0.04,0.39,0.11,19.99,0.4,-0.01,0.07,0.47,32.06,0.12,-0.02,-0.1,0.01,0.03,0.06,0.03,0.02,31.62,47.87,66.14,645.97,370.47,11.74,14.39,81.35,14.62,20.3,71.71,4.99,11.62,42.55,0,0.06,-0.03,0.69,4.18,0.9,0.53,5.05,2.06,1.18,1.21,0.68,0.09,0.95,2.44,36.79,1.54,18.77,5.49,29.21,7.04,8.32,3.51,2.2,0.02,0.08,2.1,1.31,3.35,3.29,0.03,"E",2021
"4878","J. Zacarias","Janmico","DF","Flying Penguins",25,1995,14.6,0.03,0.21,0.03,0.02,0.31,-0.03,-0.02,NA,10.42,-0.08,-0.06,0,0.06,0.08,-0.02,0.07,0.09,20.11,29.88,67.69,590.02,236.26,4.44,5.66,78.29,7.8,10.19,75.91,7.85,13.37,58.53,-0.05,-0.04,0.08,-0.01,2.65,-0.03,0.01,2.24,1.59,1.07,1.03,0.55,0.04,0.53,1.06,53.28,0.41,9.24,3.28,35.86,4.05,4.75,0.57,1.2,0.49,0,0.75,0.87,2.54,7.23,0.12,"E",2021
"4879","N. Nassiri","Janmico","DF","Flying Penguins",22,1997,28.94,-0.05,0.6,0.24,27.75,0.64,0.2,-0.08,0,12.76,0.09,-0.02,-0.04,0.13,0.12,0.05,-0.16,-0.12,27.18,38.97,70.06,466.19,217.62,13.28,15.65,84.45,10.6,14.9,71.7,2.84,5.99,46.23,-0.03,0.06,0.02,0.73,2.17,0.8,0.57,2.82,2.44,1.45,1.32,0.79,0.44,1.05,1.94,52.47,0.91,14.91,4.32,28.48,6.29,5.82,2.66,1.76,0.16,-0.06,1.52,1.29,3.58,3.81,0.02,"E",2021
"4880","K. Moshe","Nancipenuaroe","DF","Flying Penguins",18,2001,0.48,0.03,0.01,0.06,NA,-0.03,-0.09,NA,NA,NA,0.02,-0.08,-0.09,0.09,0.04,NA,-0.04,0.02,16.02,24,66.73,314.06,76.07,6.08,8.09,74.99,7.91,8.09,100.09,2.06,5.97,33.25,0.09,0.01,0,0.03,1.93,0.07,0.07,2,0.09,-0.04,-0.05,0.01,-0.03,-0.07,-0.09,NA,0.09,7.91,1.93,25.01,1.94,4.09,2,7.98,-0.09,-0.07,7.94,0.03,0.02,2.07,-0.02,"E",2021
"4881","V. Caputo","Nganion","DF","Flying Penguins",32,1987,9.77,-0.05,0.5,0.08,0.06,0.42,-0.1,0.04,NA,8.52,-0.09,-0.05,0.05,0.08,0.1,0.1,-0.14,-0.1,19.95,29.42,67.54,510.32,131.36,3.01,4.44,69.72,10.61,12.12,86.66,6.03,12.04,50.04,-0.01,0.1,-0.08,0.15,1.38,0.02,0.08,1.87,1.15,0.7,0.7,0.61,-0.09,0.42,1.47,35.62,1.01,7.95,2.92,37.63,4.74,2.47,0.68,1.04,0.35,-0.1,0.78,1.06,2.19,7.8,0.2,"E",2021
"4882","J. Ko","Southern Viout Aman","DF","Flying Penguins",28,1991,32.69,-0.01,0.09,0.08,0.07,-0.03,0.04,-0.01,NA,7.25,0.07,-0.09,-0.04,0.1,-0.02,0.16,-0.06,0.03,22.07,28.77,77.19,501.85,160.56,5.81,6.9,83.52,11.35,13.16,85.13,4.88,8.27,59.94,0.04,-0.08,0.03,0.14,1.71,0.01,0.07,1.7,1.93,1.01,0.86,0.89,0.12,0.66,0.97,61.76,0.46,8.5,3.17,37.08,4.07,3.84,0.58,1.21,0.44,0.04,0.77,1.62,3.63,6.38,-0.03,"E",2021
"4883","W. Iddrisu","Nganion","DFMF","Flying Penguins",22,1998,6.67,0.08,0.64,0.06,25.09,0.69,0.12,0.06,-0.07,33.18,0.01,0.03,0.05,0.01,0.07,-0.01,-0.08,0.05,17.81,30.74,57.81,350.93,179.15,7.4,9.19,80.26,5.99,9.48,63.42,3.64,10.49,34.23,0.03,0.09,-0.05,0.82,1.56,0.83,0.68,1.19,4.25,2.33,2.01,1.56,0.71,0.8,2.01,46.25,1.01,23.66,6.16,25.85,7.7,10.76,5.14,2.23,0.31,-0.04,1.91,1.74,5.93,4.83,-0.09,"E",2021
"4884","O. Balog","Rarita","DFMF","Flying Penguins",28,1992,6.24,-0.04,0.44,0.14,33.35,0.57,0.18,-0.04,0.05,29.4,-0.1,-0.08,-0.02,0.08,-0.02,-0.07,0,-0.06,15.15,25.25,60.31,380.66,160.74,3.94,5.87,66.8,6.41,10.08,64.41,4.59,8.81,52.61,-0.06,-0.06,0.05,0.09,2.31,0.03,-0.01,1.78,1.69,0.64,1.38,0.47,-0.04,0.62,1.47,44.46,0.73,11.02,2.85,26.07,4.44,5.55,1.19,0.59,0.24,-0.01,0.52,1.17,2.95,5.59,0.09,"E",2021
"4899","H. Chevalier","Central Namemo Laand","MFDF","Flying Penguins",32,1988,25.77,0.06,0.31,0.08,19.93,0.31,0.16,-0.1,-0.01,13.58,0.06,0.08,0.01,0,0.05,-0.03,-0.07,0,22.88,35.02,65.64,431.7,182.82,10.96,13.31,81.71,8.72,12.12,71.36,3.05,8.05,39.57,0.08,0.01,0.07,0.79,2.25,0.99,0.65,2.11,1.6,1.02,0.73,0.7,0.13,0.9,1.38,59.55,0.62,12.38,3.73,30.85,4.54,5.38,2.5,1.66,0.16,-0.05,1.6,0.95,2.65,2.48,-0.08,"E",2021
"4900","G. Nalwoga","Nganion","MFDF","Flying Penguins",30,1989,15.5,0.04,1.09,0.34,27.76,1.16,0.35,0.01,0.1,33.38,0.54,-0.08,0.01,0.13,0.04,0.12,-0.03,-0.12,25.12,38.9,64.86,624.47,225.41,8.98,11.28,78.84,8.7,12.41,70.24,6.98,13.92,50.24,0.1,0.05,0.01,0.79,4.1,0.26,0.09,3.67,1,0.58,0.32,0.54,0.18,0.53,1.11,44.39,0.66,7.64,2.3,31.47,2.25,4.01,1.22,0.73,0.22,0.15,0.46,0.85,1.75,5.93,0.08,"E",2021
"4901","R. Khonje","Nganion","MFDF","Flying Penguins",19,2001,0.77,-0.01,-0.01,-0.08,NA,0.01,-0.07,NA,NA,NA,0.02,-0.1,0,0.07,0.06,NA,-0.04,-0.08,29.97,42.55,70.53,402.46,93.85,20.1,22.42,88.85,8.67,16.29,53.82,1.33,1.15,100.06,-0.05,0.18,-0.07,2.5,1.17,-0.09,0.1,1.21,1.23,1.17,1.24,-0.05,0,1.33,2.53,50.03,1.32,10.01,2.5,24.98,3.83,2.42,3.75,1.21,-0.07,-0.07,1.27,0.09,1.23,1.27,0.06,"E",2021
"4902","D. Kau","Southslands","MFDF","Flying Penguins",16,2003,0.77,-0.05,2.81,-0.09,0.07,2.76,-0.03,0.08,NA,17.02,0.08,-0.03,0.09,0.21,0.21,0,-0.05,-0.16,15.71,30.1,52.3,252.83,62.83,7.14,12.82,55.64,8.6,11.44,75.01,-0.02,0.02,NA,0.03,-0.08,0.06,0.06,0.08,-0.02,0.03,1.46,1.42,1.37,-0.01,1.51,-0.05,-0.02,-0.06,NA,0.02,34.29,5.72,16.64,5.76,24.32,4.35,1.45,0.03,0.06,1.41,1.37,2.84,-0.06,0.01,"E",2021
"4903","M. Braun","Zacia Lygia","MFDF","Flying Penguins",22,1998,0.31,-0.04,6.74,-0.06,-0.09,6.92,0.09,-0.1,NA,7.58,-0.01,0.03,0.01,0.66,0.68,0.13,-0.66,-0.59,29.96,53.4,56.25,306.68,36.68,30.05,36.8,81.8,0.09,10.06,-0.09,-0.04,3.27,0.02,-0.08,0.04,0.07,0.09,0.07,-0.01,-0.07,0.08,-0.07,0.05,0,0.01,-0.05,-0.09,6.58,-0.07,6.73,49.91,6.76,13.4,6.57,43.34,0.09,3.24,0.06,0.05,3.31,3.27,3.29,-0.03,-0.06,"E",2021
"4907","R. Kukk","Greri Landmoslands","DF","Hideous Spiders",35,1985,2.09,0.02,0.45,-0.06,-0.02,0.41,0.09,-0.02,NA,32.35,0.05,0.02,-0.01,0.04,0.1,0,0.02,0.01,50.01,59.58,84.08,915.06,308.48,23.06,24.93,92.01,21.42,26.59,81.04,5.5,7.05,78.68,-0.03,-0.05,-0.05,0.06,2.43,0.56,0.03,4.02,2.06,-0.07,1.56,0.43,-0.05,0.44,2.08,25.07,1.47,10.08,3.43,35.09,6.49,3.08,0.57,2.1,0.04,0.03,2.05,0.58,2.58,4.97,-0.01,"E",2021
"4908","G. Kiggundu","Ingre","DF","Hideous Spiders",31,1988,34.18,0.04,0.87,0.17,27.67,0.92,0.31,0.01,0.25,10.56,0.09,-0.02,-0.1,0.1,0,0,-0.06,-0.04,44.45,53.77,82.76,996.63,289.97,10.89,12.11,89.52,25.3,27.7,91.39,8.04,13.22,59.93,0.09,0.06,0.04,0,2.19,-0.05,0.08,2.21,1.41,0.98,1.1,0.31,0.16,0.42,0.9,51.48,0.38,7.74,2.68,35.62,4.46,2.7,0.59,1.68,0.55,0.09,1.21,1.12,2.53,5.34,0.03,"E",2021
"4909","Y. Zgambo","Janmico","DF","Hideous Spiders",26,1994,6.67,-0.03,0.02,0.01,NA,0.03,0.02,NA,NA,NA,-0.08,-0.06,-0.06,-0.03,-0.01,NA,-0.1,-0.05,42.03,48.57,86.74,898.79,303.27,12.8,13.78,92.34,21.1,22.68,92.85,8.01,11.37,69.62,-0.03,0.07,-0.01,0.19,3.6,0.16,-0.09,3.66,2.91,1.82,2.17,1,-0.08,1,2.43,43.88,1.26,14.91,4.6,30.91,8.75,5.32,0.8,2.34,1.08,0.01,1.18,1.4,4.34,3.8,0.07,"E",2021
"4910","L. Sayed","Ledian","DF","Hideous Spiders",24,1996,6.74,0.08,1.24,0.32,25.07,1.16,0.36,-0.05,0.03,28.29,0.12,-0.01,0.02,0.1,0.09,0.01,-0.04,0.02,34.61,44.12,78.37,784.91,250.64,9.18,10.47,87.31,17.91,19.5,91.68,7.21,13.58,53.25,-0.06,0.07,0.05,0.16,3.15,0.12,0.06,2.22,1.13,0.16,0.32,0.82,0,0.42,0.93,50.06,0.37,7.42,1.78,24.05,3.3,4.03,0.24,0.56,0.09,0.05,0.51,1.88,3.15,5.01,0.1,"E",2021
"4911","E. Kovács","Nganion","DF","Hideous Spiders",26,1993,17.56,-0.03,0.32,0.08,-0.08,0.28,0.08,0.01,NA,13.86,-0.02,-0.03,0.01,0.06,-0.07,0,-0.05,-0.01,36.73,42.99,85.68,851.18,246.13,8.73,9.74,90.5,20.39,22.12,91.67,7.54,10.59,70.7,0.02,0.02,0.07,0.05,1.33,0.12,-0.08,1.07,1.61,1.02,1.22,0.41,0.05,0.63,1.81,37.43,1.06,12.98,4.41,34.82,8.61,3.89,0.42,1.13,0.43,0.07,0.59,0.94,2.64,4.63,-0.09,"E",2021
"4912","G. Kalyango","Nganion","DF","Hideous Spiders",23,1997,21.79,0.11,0.54,0.16,45.56,0.52,0.14,0.11,0.15,18.32,0.02,-0.05,0.1,-0.03,0.08,0.13,0.03,0.04,34.4,49.37,69.65,659.4,253,14.53,17.12,84.64,14.5,19.22,75.45,4.72,10.41,46.47,0.27,0.18,0.01,0.84,2.37,1.29,0.6,3.08,1.3,0.98,0.93,0.25,0.11,0.33,1.03,38.13,0.52,11.88,4.06,34.03,5.2,4.74,1.9,1.64,0.27,-0.03,1.38,1.39,2.83,2.03,-0.01,"E",2021
"4913","K. Mahmood","Nganion","DF","Hideous Spiders",29,1991,32.18,0.11,0.59,0.11,11.75,0.49,-0.03,0.11,0.51,13.2,0.03,-0.06,0.03,0.12,0.02,0.16,0,0.04,42.72,50.78,84.39,961.56,277.6,10.23,11.2,90.59,24.04,26.06,91.82,8.41,12.48,67.17,0.04,-0.02,-0.03,0.1,2.56,0.31,-0.06,2.42,1.26,0.85,1.01,0.3,-0.04,0.42,1.37,34.81,0.94,9.32,3.51,38.11,5.55,3.03,0.62,1.64,0.81,-0.04,0.86,1.06,2.42,4.23,0,"E",2021
"4914","L. Blanc","Nganion","DF","Hideous Spiders",36,1983,11.91,0.08,0.23,0.09,0.01,0.33,0,0.03,NA,22.54,-0.03,-0.08,-0.09,-0.04,-0.01,-0.06,-0.1,0.06,46.07,56.34,81.85,881.08,332.11,19.61,22.06,88.99,19.56,22.34,86.87,6.66,10.26,64.2,0.01,0.17,0,0.64,3.13,1.05,0.76,3.82,2.48,1.78,1.6,0.69,0.44,1.33,2.24,65.41,0.79,11.66,3.77,32.31,5.67,4.41,1.62,2.09,0.25,-0.02,1.77,0.8,3.34,2.33,0.04,"E",2021
"4915","N. Jørgensen","Nganion","DF","Hideous Spiders",25,1994,34.02,0.04,0.28,-0.07,14.24,0.3,-0.07,0.23,0.91,23.92,0.06,-0.09,0.04,0,0.07,0.06,-0.05,-0.03,41.72,53.36,78.29,747.87,276.13,19.93,22.06,90.17,16.96,20.15,83.41,4.43,9.09,49.29,0.07,0.17,-0.04,1.26,2.01,1.47,0.79,3.39,3.27,2.23,1.69,1.35,0.09,1.16,2.52,50.64,1.27,16.3,5.39,33.66,7.44,7.18,1.8,2.07,0.05,0,1.89,0.81,4.1,1.62,-0.05,"E",2021
"4934","O. Okamoto","Dosqaly","DF","Horrible Bison",23,1996,30.41,-0.04,0.66,0.01,5.94,0.59,0.02,0.04,0.09,10.64,-0.08,0.09,-0.1,0.01,0.13,0.07,-0.03,-0.02,47,53.61,87.75,1019.58,255.05,12.24,13.4,91.51,26.3,28.54,92.35,8.39,11.09,74.91,-0.06,-0.04,0.05,0.05,2.16,0.13,0.03,2.47,1.23,0.77,0.88,0.38,0.09,0.38,0.68,57.05,0.36,8.28,2.48,29.22,4.87,3.02,0.28,1.46,0.68,0.07,0.59,1.2,2.52,5.75,0.13,"E",2021
"4935","C. Nakitto","Nganion","DF","Horrible Bison",34,1986,23.02,-0.03,0.45,0.12,9.13,0.43,-0.03,0.08,1.07,13.75,-0.02,0.06,0,0.01,0.09,0.01,0.03,-0.02,42.58,52.45,80.9,718.76,280,20.79,23.06,89.86,18.01,20.97,85.94,3.09,6.17,49.38,0.07,-0.01,-0.11,0.43,1.7,0.64,0.18,2.52,1.29,0.94,0.74,0.66,0.09,0.34,1,40.97,0.49,9.99,3.81,38.48,4.16,3.74,2.02,1.39,0.13,0.02,1.23,1.37,2.71,2.96,-0.09,"E",2021
"4936","D. Hara","Nganion","DF","Horrible Bison",26,1994,20.97,0.13,0.22,0.06,20.07,0.32,0.08,0.18,1.09,11.04,0.02,-0.07,0.03,-0.03,0,-0.01,0.09,-0.07,50.51,57.91,87.31,1094.22,334.03,13.99,15.15,92.04,26.88,29.25,91.74,9.13,12.76,72.47,-0.07,0.02,-0.04,0.06,4.3,0.25,0.01,4.12,1.41,0.74,0.91,0.36,0.07,0.75,1.16,60.06,0.55,7.32,2.46,34.89,3.96,3.07,0.36,0.93,0.16,0.01,0.56,0.45,1.9,5.99,0.01,"E",2021
"4937","G. Leone","Nganion","DF","Horrible Bison",23,1997,21.9,0.1,0.46,0.19,33.31,0.32,0.1,0.03,0.35,16.22,-0.05,-0.07,0.04,-0.04,0.13,0.13,0.03,-0.04,48.23,54.25,88.72,1050.05,248.18,12.11,13.47,90.6,26.41,28.34,93.46,8.92,11.26,78.87,-0.03,0.12,-0.05,0.32,2.25,0.27,0.16,2.58,1.34,0.89,0.84,0.52,-0.05,0.59,0.91,61.14,0.36,8.4,2.67,32.81,4.31,3.54,0.54,1.55,0.77,-0.01,0.93,1.1,2.58,4.35,0.06,"E",2021
"4938","H. Lo","Nganion","DF","Horrible Bison",26,1993,1.09,0.08,-0.01,-0.04,NA,-0.09,0.08,NA,NA,NA,0.06,-0.02,0.04,-0.1,-0.07,NA,0.02,0.07,47.9,53.95,88.89,1056.9,235.93,12.04,13.08,92.34,27.06,28.9,93.16,8.92,12.07,74.93,-0.06,0.08,0.01,-0.04,1,-0.05,-0.09,0.93,1.03,0.09,0.99,0.09,-0.01,0.03,1,-0.01,0.99,6.95,2.02,28.68,5.07,1.02,1.05,1.07,0.96,1,0.03,-0.05,0.93,10.99,-0.09,"E",2021
"4939","I. Tng","Nganion","DF","Horrible Bison",23,1996,26.51,0.02,0.27,0.12,22.3,0.31,0.1,-0.07,-0.03,20.96,0.02,-0.02,0.04,0.07,0.07,0.05,0.01,-0.09,43.55,54.01,80.7,714.37,294.54,22.5,24.8,90.22,16.99,20.54,82.87,3.31,6.4,50.69,0.03,0.03,0,0.96,3.25,1.38,0.26,3.84,2.7,1.37,1.48,0.97,0.21,1.04,2.98,37.43,1.92,13.42,4.28,31.77,5.68,5.01,2.82,1.3,0.1,-0.08,1.1,0.97,3.69,1.98,-0.02,"E",2021
"4940","L. Adikini","Nganion","DF","Horrible Bison",28,1992,7.13,0.06,0.27,0.09,50.04,0.36,0.19,-0.09,0.09,26.15,-0.08,0.1,0.09,-0.07,0.07,0,-0.1,0.05,43.53,54.89,79.45,750.03,303.9,22.08,24.89,88.73,16.14,20.96,77.19,4.38,7.14,60.8,0.04,0.02,-0.11,1.06,1.8,1.35,0.95,2.03,2.31,1.2,1.03,0.93,0.06,0.96,2.92,33.3,1.95,13.58,3.42,24.99,4.43,6.67,2.42,1.23,0.35,0,0.89,0.8,3.14,3.9,-0.03,"E",2021
"4941","P. Halvorsen","Nganion","DF","Horrible Bison",19,2001,0.31,0.03,2.46,-0.09,0.03,2.87,-0.06,-0.07,NA,10.78,0.06,0.04,0.04,-0.09,-0.06,-0.05,-0.04,-0.02,117.4,127.49,92.17,2175.02,532.46,40.07,40.08,99.94,69.98,69.93,100.01,7.42,15.08,50.02,0.07,-0.07,0.1,0.04,17.55,0.08,-0.01,9.99,0.09,0.03,0.02,0.05,-0.08,-0.01,0.04,NA,0.01,7.49,0.01,-0.05,4.96,2.58,-0.02,0,0.03,0.09,0,2.48,2.46,-0.06,0.05,"E",2021
"4942","R. Orlando","Nganion","DF","Horrible Bison",22,1997,13.5,0.06,0.27,0.08,24.97,0.34,0.01,0.06,0.06,21.54,-0.02,-0.1,-0.09,0.09,0,0.09,-0.12,0.01,38.1,55.8,68.24,756.3,316.24,14.06,16.44,85.54,18.2,24.18,74.91,5.49,12.95,42.18,0.03,-0.03,0.07,0.44,2.75,0.82,0.49,2.96,1.74,1.06,1.03,0.51,0.39,0.72,1.55,45.04,0.81,11.85,3.64,30.41,5.5,4.53,1.85,1.54,0.17,-0.04,1.43,0.55,2.37,3.21,0.03,"E",2021
"4943","X. Smith","Nganion","DF","Horrible Bison",22,1998,0.28,0.03,3.23,0.05,0.04,3.51,0.06,0.05,NA,7.02,-0.05,0.03,-0.05,0.31,0.34,0.06,-0.31,-0.42,50.09,66.78,74.97,1040.07,486.7,6.69,6.62,99.96,36.68,40.08,91.77,6.65,16.69,39.91,0.05,-0.1,0.01,-0.05,3.27,0.04,-0.06,3.29,-0.05,-0.09,-0.08,-0.01,0.05,-0.04,3.4,0,3.36,20.09,6.59,33.35,3.32,9.93,6.7,0.04,-0.01,0.03,0.08,-0.04,0.06,0.02,0.06,"E",2021
"4944","W. Kobusingye","Dosqaly","DFMF","Horrible Bison",21,1999,6.9,-0.09,0.65,0.05,20.06,0.66,0.18,0.09,0.1,24.16,0.2,0.08,0.02,0.07,0.1,0.06,-0.11,-0.08,48.63,55.86,86.84,1094.13,247.47,11.23,12.91,86.69,26.59,28.08,94.35,10.36,12.91,78.85,-0.08,-0.07,-0.04,0.28,2.17,0.39,-0.04,1.98,1.68,0.65,1,0.67,0.22,0.58,1.1,49.92,0.53,10.39,3.77,36.58,4.85,5.03,0.23,1.53,0.3,-0.07,1.22,0.94,2.66,4.71,0.02,"E",2021
"4964","A. Lalam","Greri Landmoslands","DF","Mad Bees",26,1994,25.63,-0.03,0.14,0.07,39.94,0.18,0.09,0.23,0.42,14.12,0.05,0.04,0.08,0.07,0.06,0.15,0.08,0,43.89,51.57,85.08,1022.39,361.03,11.03,12.29,90.08,22.47,24.55,91.17,10.01,13.7,72.26,-0.01,-0.05,-0.02,0.26,4.04,0.19,0.1,3.42,1.51,0.98,1.22,0.24,0.13,0.46,1.11,41.3,0.61,7.93,2.54,32.67,4.55,2.6,0.73,1.54,0.63,-0.03,0.9,1.4,2.86,5.48,0.1,"E",2021
"4965","D. Kalni?š","Nganion","DF","Mad Bees",31,1989,19.22,0.01,0.46,-0.02,-0.01,0.56,0.08,-0.1,NA,16.79,0.09,0.03,0.03,0.07,-0.01,0,-0.06,0,42.98,54.9,78.34,816.01,348.7,18.26,20.72,88.14,18.95,22.04,85.38,5.44,10.02,53.15,0.09,0.1,0.06,0.71,2.8,1.7,0.73,4.4,2.15,1.23,1.58,0.46,-0.03,0.95,1.96,52.69,0.94,10.76,3.88,36.13,5.66,3.5,1.47,2.45,0.15,-0.03,2.3,1.81,3.95,3.5,0.09,"E",2021
"4966","O. Akia","Nganion","DF","Mad Bees",28,1992,30.81,0.01,0.21,0.12,66.61,0.12,0.04,0.05,0.08,19.17,-0.07,0.1,-0.1,0.03,-0.07,-0.04,0.08,-0.05,42.21,55.06,76.79,740.69,312.76,21.6,24.15,89.32,16.14,19.77,81.52,4.02,9,45.37,0.11,0.17,-0.07,0.83,3.05,1.21,0.58,5.23,2.16,1.55,1.22,0.67,0.26,0.76,1.72,46.08,0.78,13.87,4.95,35.6,5.96,5.49,2.31,1.69,0.18,0,1.58,1.07,3.22,3.06,0.12,"E",2021
"4967","R. Koch","Nganion","DF","Mad Bees",30,1989,8.11,0.04,0.26,-0.09,-0.04,0.23,0.01,0.07,NA,26.84,0.03,0.02,-0.01,-0.09,-0.01,0.12,0.02,-0.08,41.25,50.49,81.88,663.9,268.15,23.13,24.83,92.59,14.77,16.91,86.92,2.93,6.34,47,0.34,-0.01,0.19,0.59,2.4,0.86,0.3,4.18,0.9,0.58,0.62,0.34,-0.04,0.47,1.22,39.99,0.7,9.47,3.05,32.59,5.28,2.84,1.57,1.39,0.11,-0.07,1.2,0.93,1.87,2.12,-0.04,"E",2021
"4968","V. Chimwaza","Nganion","DF","Mad Bees",33,1987,9.29,-0.09,1.02,0.15,20.07,1.03,0.19,-0.04,0.06,17.49,0.12,0.03,-0.05,-0.02,0.02,0.09,-0.09,0.03,38.89,47.41,81.62,751.24,284.28,15.55,17.59,88.39,17.4,19.94,87.63,5.58,8.42,66.74,0.09,0.12,0.04,0.51,1.96,1.26,0.01,4.38,2.35,1.23,1.31,0.74,0.42,1.02,2.6,39.95,1.59,13.97,3.35,24.68,7.67,4.25,2.06,1.84,-0.1,0.09,1.8,1.7,3.79,3.79,-0.04,"E",2021
"4969","Y. Okori","Nganion","DF","Mad Bees",31,1988,18.06,-0.08,0.08,0.08,-0.03,0.05,-0.09,0.01,NA,11.19,0.05,0.07,-0.1,0.03,-0.05,-0.05,-0.04,0.05,39.25,45.71,85.54,888.91,348.98,9.8,10.37,95.29,20.17,21.44,93.33,8.98,13.34,67.13,0.03,-0.06,-0.06,0.01,3.31,0.12,0.05,2.94,1.23,0.7,0.91,0.27,0.03,0.35,1.17,38.11,0.71,7.94,2.4,29.15,4.98,2.69,0.43,1.92,0.66,0.07,1.26,2.2,3.44,6.72,0.02,"E",2021
"4970","H. Chakraborty","South Sati Fatina","DF","Mad Bees",31,1989,22.82,0.1,0.35,0.1,49.9,0.2,0.19,0.12,0.32,7.41,0.01,-0.05,-0.06,0.05,0.13,0.17,-0.09,-0.01,44.12,50.39,87.49,1000.84,317.65,10.87,11.52,92.94,22.82,24.39,94.36,9.73,13.51,71.6,-0.07,0,-0.06,0.15,2.04,0.01,-0.03,2.4,0.97,0.53,0.72,0.28,0.13,0.55,1.22,40.8,0.7,7.8,2.56,33.27,3.99,3.6,0.38,1.28,0.76,0.01,0.57,1.11,2.13,8.02,0.06,"E",2021
"4971","C. Benhamou","Nganion","DFMF","Mad Bees",25,1995,15.82,0.04,0.36,-0.01,0.1,0.45,0.08,-0.01,NA,15.82,-0.08,-0.05,0.02,0,0.11,0.07,0.06,-0.01,45.83,54.02,85.18,1018.68,327.68,14.35,15.35,93.4,21.57,23.41,91.07,9.71,13.69,70.64,0.01,0.1,0.01,0.18,3.37,0.1,0.03,3.63,1.51,0.86,0.87,0.41,0.04,0.56,1.35,39.96,0.72,11.95,3.78,32.48,6.41,4,1.42,2.02,1.04,0.04,1.01,2.4,3.98,5.47,0.13,"E",2021
"4972","X. Nambooze","Nganion","DFMF","Mad Bees",26,1994,12.29,-0.07,0.56,0.44,62.47,0.6,0.42,-0.03,0.02,18.05,0.08,0.01,-0.04,0,0.13,-0.01,-0.13,-0.07,39.34,51.83,76.1,748.46,270.6,16.73,19.83,84.16,16.61,19.76,84.87,5.29,9.44,56.46,-0.07,0.15,-0.13,1.42,2.2,2.37,1.19,5.75,1.52,1.05,0.56,0.81,0.16,0.53,1.88,30.4,1.27,12.82,3.49,26.97,3.78,5.03,4.06,1.83,0.09,-0.07,1.69,1.13,2.79,1.81,-0.05,"E",2021
