Player Name,League,Squad,Country,Position,Annualized Salary
B. Hadži?,C,Awkward Trailblazers,Esia,FW,"∂ 22,530,000"
Q. Scott,C,Awkward Trailblazers,Byasier Pujan,FWMF,"∂ 27,710,000"
B. Ionescu,C,Awkward Trailblazers,Esia,FWMF,"∂ 5,860,000"
D. Isabirye,C,Awkward Trailblazers,Esia,FWMF,"∂ 26,060,000"
H. Odoi,C,Awkward Trailblazers,Esia,FWMF,"∂ 32,200,000"
O. Pellegrini,C,Awkward Trailblazers,Esia,FWMF,"∂ 27,060,000"
J. Nyondo,C,Awkward Trailblazers,Giumle Lizeibon,FWMF,"∂ 12,540,000"
G. Chakanyuka,C,Awkward Trailblazers,Loco Phirema,FWMF,"∂ 34,860,000"
R. Mbeiza,C,Awkward Trailblazers,Slandsganiamayotteque,FWMF,"∂ 24,000,000"
G. Prasetyo,C,Awkward Trailblazers,Galamily,GK,"∂ 20,940,000"
A. Ashaba,C,Awkward Trailblazers,Byasier Pujan,MF,"∂ 31,220,000"
E. Gupta,C,Awkward Trailblazers,Esia,MF,"∂ 21,910,000"
H. Gimbo,C,Awkward Trailblazers,Esia,MF,"∂ 13,380,000"
Z. Sng,C,Awkward Trailblazers,Esia,MF,"∂ 21,240,000"
A. Ross,C,Awkward Trailblazers,Esia,MFDF,"∂ 18,520,000"
P. Ssempijja,C,Awkward Trailblazers,Esia,MFDF,"∂ 11,770,000"
E. Doyle,C,Awkward Trailblazers,Esia,MFFW,"∂ 10,240,000"
K. Ozols,C,Awkward Trailblazers,Esia,MFFW,"∂ 33,220,000"
H. Manyika,C,Awkward Trailblazers,Lylimi,MFFW,"∂ 28,740,000"
S. Nachum,C,Blue Jaguars,Byasier Pujan,DF,"∂ 1,790,000"
R. Yeko,C,Blue Jaguars,Esia,DF,"∂ 18,830,000"
S. Magezi,C,Blue Jaguars,Esia,DF,"∂ 20,800,000"
Z. Mugeni,C,Blue Jaguars,Galamily,DF,"∂ 22,130,000"
F. Ashaba,C,Blue Jaguars,Giumle Lizeibon,DF,"∂ 27,630,000"
F. Namukasa,C,Blue Jaguars,Nancipenuaroe,DF,"∂ 11,740,000"
E. Patra,C,Blue Jaguars,People's Land of Maneau,DF,"∂ 25,180,000"
Q. Ogwang,C,Blue Jaguars,Redohrainbri,DF,"∂ 15,780,000"
S. Oduro,C,Blue Jaguars,Republic of Denand Landsa,DF,"∂ 18,120,000"
M. Schwartz,C,Blue Jaguars,Slandsganiamayotteque,DF,"∂ 18,340,000"
A. Grgi?,C,Blue Jaguars,Unicorporated Tiagascar,DF,"∂ 16,260,000"
R. Dahl,C,Blue Jaguars,Byasier Pujan,DFMF,"∂ 7,470,000"
B. Jalali,C,Blue Jaguars,Rosvi,DFMF,"∂ 37,200,000"
N. Khalil,C,Blue Jaguars,Dastatesne,FW,"∂ 32,550,000"
G. Leclercq,C,Blue Jaguars,Dosqaly,FW,"∂ 23,990,000"
E. Bah,C,Blue Jaguars,Mico,FW,"∂ 29,330,000"
I. Tukundane,C,Blue Jaguars,Pierrema,FW,"∂ 34,980,000"
V. Ikeda,C,Blue Jaguars,Southern Viout Aman,FW,"∂ 20,710,000"
F. Ankrah,C,Blue Jaguars,Esia,FWDF,"∂ 35,720,000"
X. Walusimbi,C,Blue Jaguars,Lefghau,FWDF,"∂ 20,820,000"
S. Armah,C,Blue Jaguars,Mico,FWDF,"∂ 22,620,000"
Y. Marlina,C,Blue Jaguars,Isle of Lababwe,FWMF,"∂ 37,040,000"
Z. Davies,C,Blue Jaguars,Manlisgamncent,FWMF,"∂ 27,900,000"
A. Mor,C,Blue Jaguars,Esia,GK,"∂ 22,000,000"
H. Nakimera,C,Blue Jaguars,Esia,GK,"∂ 11,000,000"
Z. Kasibante,C,Blue Jaguars,Esia,MF,"∂ 28,640,000"
X. Aminah,C,Blue Jaguars,Reugha,MF,"∂ 14,620,000"
D. Hsu,C,Blue Jaguars,Esia,MFDF,"∂ 26,200,000"
Q. Roche,C,Blue Jaguars,Giumle Lizeibon,MFDF,"∂ 22,390,000"
M. Omony,C,Blue Jaguars,Giumle Lizeibon,MFFW,"∂ 30,660,000"
I. Nalubwama,C,Fiery Governors,Byasier Pujan,DF,"∂ 18,990,000"
M. Watson,C,Fiery Governors,Dosqaly,DF,"∂ 19,520,000"
B. Nanyunja,C,Fiery Governors,Esia,DF,"∂ 8,050,000"
I. Khalili,C,Fiery Governors,Esia,DF,"∂ 14,550,000"
L. Khachatryan,C,Fiery Governors,Esia,DF,"∂ 19,080,000"
N. binti Sulaiman,C,Fiery Governors,Esia,DF,"∂ 14,470,000"
R. Magaya,C,Fiery Governors,Esia,DF,"∂ 30,090,000"
S. Nassazi,C,Fiery Governors,Esia,DF,"∂ 15,390,000"
Z. Frank,C,Fiery Governors,Esia,DF,"∂ 22,870,000"
X. Mulder,C,Fiery Governors,Giumle Lizeibon,DF,"∂ 19,590,000"
L. Arai,C,Fiery Governors,Nganion,DF,"∂ 17,740,000"
Y. Jain,C,Fiery Governors,Esia,DFFW,"∂ 24,060,000"
F. Apili,C,Fiery Governors,Nancipenuaroe,DFFW,"∂ 9,500,000"
D. Morales,C,Fiery Governors,Dosqaly,FW,"∂ 21,630,000"
L. Nakirya,C,Fiery Governors,Esia,FW,"∂ 27,610,000"
I. Peeters,C,Fiery Governors,Giumle Lizeibon,FW,"∂ 27,340,000"
X. Hofer,C,Fiery Governors,New Uwi,FW,"∂ 23,830,000"
Q. Tshia,C,Fiery Governors,Esia,FWDF,"∂ 28,760,000"
F. Lemaire,C,Fiery Governors,Landli Blicporlip,FWDF,"∂ 6,230,000"
A. Ngabirano,C,Fiery Governors,Xikong,FWMF,"∂ 29,650,000"
L. Nalukenge,C,Fiery Governors,Esia,GK,"∂ 11,470,000"
Q. Ghoe,C,Fiery Governors,Esia,GK,"∂ 8,760,000"
J. Andersen,C,Fiery Governors,Central Namemo Laand,MF,"∂ 30,880,000"
A. Omara,C,Fiery Governors,Esia,MF,"∂ 30,190,000"
F. Nakimuli,C,Fiery Governors,Esia,MF,"∂ 23,250,000"
K. Sah,C,Fiery Governors,Liacra,MF,"∂ 17,680,000"
C. Abbo,C,Fiery Governors,Esia,MFDF,"∂ 16,850,000"
V. Athieno,C,Fiery Governors,Quewenia,MFDF,"∂ 17,260,000"
M. Nakaggwa,C,Fiery Governors,Byasier Pujan,MFFW,"∂ 20,230,000"
Y. Dupont,C,Fiery Governors,Esia,MFFW,"∂ 19,580,000"
B. Munemo,C,Fiery Governors,Giumle Lizeibon,MFFW,"∂ 31,350,000"
L. Kovalenko,C,Horrible Flames,Byasier Pujan,DF,"∂ 15,130,000"
Z. Okon,C,Horrible Flames,Byasier Pujan,DF,"∂ 15,080,000"
C. Rodríguez,C,Horrible Flames,Esia,DF,"∂ 28,880,000"
F. Mugide,C,Horrible Flames,Esia,DF,"∂ 25,590,000"
K. Nyakudya,C,Horrible Flames,Esia,DF,"∂ 16,050,000"
K. Ohayon,C,Horrible Flames,Esia,DF,"∂ 9,150,000"
Y. Takeuchi,C,Horrible Flames,Giumle Lizeibon,DF,"∂ 16,650,000"
E. Pour,C,Horrible Flames,Lefghau,DF,"∂ 13,740,000"
G. Nansamba,C,Horrible Flames,Manlisgamncent,DF,"∂ 13,880,000"
P. Ategeka,C,Horrible Flames,Saintswacroa,DF,"∂ 25,250,000"
L. Kav?i?,C,Horrible Flames,Western Niasland,DF,"∂ 8,120,000"
T. Nakku,C,Horrible Flames,Byasier Pujan,DFFW,"∂ 13,080,000"
C. Nabaggala,C,Horrible Flames,Esia,FW,"∂ 10,980,000"
K. Jakobsson,C,Horrible Flames,Galamily,FW,"∂ 31,650,000"
I. Nagadya,C,Horrible Flames,Imaar Vircoand,FW,"∂ 38,320,000"
M. Nyirongo,C,Horrible Flames,Lefghau,FW,"∂ 33,430,000"
V. Mudondo,C,Horrible Flames,People's Land of Maneau,FW,"∂ 24,560,000"
A. Namubiru,C,Horrible Flames,Dosqaly,FWMF,"∂ 30,140,000"
J. Adam,C,Horrible Flames,Esia,FWMF,"∂ 36,500,000"
W. Ainomugisha,C,Horrible Flames,Thaijagypt,FWMF,"∂ 31,670,000"
I. Agwang,C,Horrible Flames,Esia,GK,"∂ 10,490,000"
R. Aguilar,C,Horrible Flames,Esia,GK,"∂ 12,440,000"
M. Krli?evi?,C,Horrible Flames,Leoneku Guidisia,GK,"∂ 11,420,000"
D. Safitri,C,Horrible Flames,Esia,MF,"∂ 32,140,000"
K. Ntale,C,Horrible Flames,Esia,MF,"∂ 33,550,000"
L. Ndoro,C,Horrible Flames,Esia,MF,"∂ 13,990,000"
L. Abbasi,C,Horrible Flames,Giumle Lizeibon,MF,"∂ 27,920,000"
O. Ortega,C,Horrible Flames,Imaar Vircoand,MF,"∂ 28,230,000"
E. Mtetwa,C,Horrible Flames,Leoneku Guidisia,MF,"∂ 8,660,000"
Y. Thin,C,Horrible Flames,Northern Namemo Laand,MF,"∂ 16,390,000"
A. Dickson,C,Little Lollipops,Esia,DF,"∂ 23,560,000"
C. Denis,C,Little Lollipops,Esia,DF,"∂ 24,410,000"
H. Morgan,C,Little Lollipops,Esia,DF,"∂ 19,780,000"
E. Nabaasa,C,Little Lollipops,Giumle Lizeibon,DF,"∂ 19,760,000"
C. Msukwa,C,Little Lollipops,Pierrema,DF,"∂ 42,340,000"
H. Arthur,C,Little Lollipops,Quewenia,DF,"∂ 10,530,000"
P. Naiga,C,Little Lollipops,Xikong,DF,"∂ 25,000,000"
Z. Testa,C,Little Lollipops,Giumle Lizeibon,DFFW,"∂ 22,370,000"
K. Eyotaru,C,Little Lollipops,Dosqaly,FW,"∂ 32,180,000"
U. Nhantumbo,C,Little Lollipops,Dosqaly,FW,"∂ 37,860,000"
E. Tumuhimbise,C,Little Lollipops,Esia,FW,"∂ 41,030,000"
M. Li,C,Little Lollipops,Iverde,FWDF,"∂ 27,200,000"
C. Khalil,C,Little Lollipops,Esia,FWMF,"∂ 30,800,000"
M. Mathieu,C,Little Lollipops,Quewenia,FWMF,"∂ 40,620,000"
E. Namakoye,C,Little Lollipops,Esia,GK,"∂ 26,150,000"
R. Yiga,C,Little Lollipops,Quewenia,GK,"∂ 26,120,000"
A. Mumpande,C,Little Lollipops,Esia,MF,"∂ 16,800,000"
M. Chan,C,Little Lollipops,Esia,MF,"∂ 32,480,000"
N. Ngabirano,C,Little Lollipops,Esia,MF,"∂ 19,900,000"
M. Yanti,C,Little Lollipops,Ledian,MF,"∂ 22,160,000"
O. Obeng,C,Little Lollipops,Quewenia,MFDF,"∂ 24,040,000"
N. Nalule,C,Little Lollipops,Esia,MFFW,"∂ 35,930,000"
M. Bonnet,C,Little Lollipops,Giumle Lizeibon,MFFW,"∂ 19,480,000"
E. Maluwa,C,Marvelous Anchors,Esia,DF,"∂ 19,910,000"
J. Nakyanzi,C,Marvelous Anchors,Esia,DF,"∂ 16,830,000"
M. Odong,C,Marvelous Anchors,Esia,DF,"∂ 13,970,000"
N. Ofosu,C,Marvelous Anchors,Esia,DF,"∂ 16,980,000"
Z. bin Zakaria,C,Marvelous Anchors,Esia,DF,"∂ 23,980,000"
N. Barukh,C,Marvelous Anchors,Giumle Lizeibon,DF,"∂ 21,880,000"
G. Wahab,C,Marvelous Anchors,Dosqaly,DFMF,"∂ 20,390,000"
J. Faida,C,Marvelous Anchors,Byasier Pujan,FW,"∂ 20,930,000"
N. Nwachukwu,C,Marvelous Anchors,Esia,FW,"∂ 22,860,000"
C. O'Connor,C,Marvelous Anchors,Unicorporated Tiagascar,FW,"∂ 31,310,000"
P. Ma,C,Marvelous Anchors,Esia,FWMF,"∂ 33,480,000"
L. Owori,C,Marvelous Anchors,Landli Blicporlip,FWMF,"∂ 31,320,000"
L. Namuyanja,C,Marvelous Anchors,Byasier Pujan,GK,"∂ 19,250,000"
E. Kyomukama,C,Marvelous Anchors,Esia,GK,"∂ 20,930,000"
M. Ojo,C,Marvelous Anchors,Dosqaly,MF,"∂ 18,170,000"
G. Moulin,C,Marvelous Anchors,Esia,MF,"∂ 25,390,000"
N. Tugumisirize,C,Marvelous Anchors,Esia,MF,"∂ 13,670,000"
M. Manda,C,Marvelous Anchors,Quewenia,MF,"∂ 6,270,000"
E. Oh,C,Marvelous Anchors,Esia,MFDF,"∂ 8,270,000"
G. Poulsen,C,Marvelous Anchors,Moaithe,MFDF,"∂ 22,990,000"
Q. Alhassan,C,Marvelous Anchors,Esia,MFFW,"∂ 13,730,000"
L. Wasswa,C,Marvelous Anchors,Landli Blicporlip,MFFW,"∂ 25,250,000"
G. Acheampong,C,Marvelous Anchors,New Uwi,MFFW,"∂ 26,100,000"
D. Mortenson,C,Marvelous Anchors,Sobianitedrucy,MFFW,"∂ 27,860,000"
Q. Tushabe,C,Mean Trolls,Byasier Pujan,DF,"∂ 14,220,000"
D. Domingos,C,Mean Trolls,Esia,DF,"∂ 14,220,000"
Q. Fathi,C,Mean Trolls,Esia,DF,"∂ 25,070,000"
C. Ndiweni,C,Mean Trolls,Galamily,DF,"∂ 9,580,000"
P. Acan,C,Mean Trolls,Lefghau,DF,"∂ 21,310,000"
I. Sinani,C,Mean Trolls,Mico,DF,"∂ 16,540,000"
L. Herrera,C,Mean Trolls,Nkasland Cronestan,DF,"∂ 10,220,000"
Q. Okurut,C,Mean Trolls,People's Land of Maneau,DF,"∂ 9,970,000"
N. Nowak,C,Mean Trolls,Cuandbo,FW,"∂ 30,940,000"
B. Alali,C,Mean Trolls,Esia,FW,"∂ 32,560,000"
J. Wibowo,C,Mean Trolls,Esia,FWMF,"∂ 28,140,000"
V. Supriadi,C,Mean Trolls,Esia,FWMF,"∂ 28,980,000"
Z. Matsui,C,Mean Trolls,Giumle Lizeibon,FWMF,"∂ 17,260,000"
A. Lekuru,C,Mean Trolls,Leoneku Guidisia,FWMF,"∂ 9,120,000"
H. Nuraeni,C,Mean Trolls,Republic of Denand Landsa,FWMF,"∂ 21,140,000"
E. Mapuranga,C,Mean Trolls,Nkasland Cronestan,GK,"∂ 16,180,000"
A. Malkah,C,Mean Trolls,Esia,MF,"∂ 13,490,000"
Q. Maphosa,C,Mean Trolls,Esia,MF,"∂ 24,670,000"
U. Gan,C,Mean Trolls,Esia,MF,"∂ 2,320,000"
U. He,C,Mean Trolls,Galamily,MF,"∂ 12,020,000"
B. Zee,C,Mean Trolls,Nathuacamana,MF,"∂ 21,690,000"
I. Achom,C,Mean Trolls,Esia,MFDF,"∂ 10,570,000"
M. Kakaire,C,Mean Trolls,Sobianitedrucy,MFDF,"∂ 32,490,000"
M. Yanti,C,Mean Trolls,Ledian,MFFW,"∂ 14,430,000"
G. Odoch,C,Mean Trolls,Quewenia,MFFW,"∂ 24,930,000"
K. Molina,C,Punctual Archers,Esia,DF,"∂ 21,150,000"
N. Nanziri,C,Punctual Archers,Esia,DF,"∂ 23,120,000"
Q. Zimba,C,Punctual Archers,Esia,DF,"∂ 17,870,000"
W. Montanari,C,Punctual Archers,Esia,DF,"∂ 12,230,000"
X. Mkandawire,C,Punctual Archers,Esia,DF,"∂ 16,260,000"
Y. Alzahrani,C,Punctual Archers,Esia,DF,"∂ 27,310,000"
X. Kawooya,C,Punctual Archers,Giumle Lizeibon,DF,"∂ 21,180,000"
C. Van den Berg *,C,Punctual Archers,Redohrainbri,DFMF,"∂ 29,760,000"
K. Yousef,C,Punctual Archers,Esia,FW,"∂ 9,840,000"
P. Anderson,C,Punctual Archers,Esia,FW,"∂ 20,130,000"
E. Mtetwa,C,Punctual Archers,Leoneku Guidisia,FW,"∂ 29,390,000"
K. Jabarin,C,Punctual Archers,Manlisgamncent,FW,"∂ 27,210,000"
S. Nakabugo,C,Punctual Archers,Republic of Denand Landsa,FW,"∂ 23,260,000"
K. Ssenyondo,C,Punctual Archers,Esia,FWMF,"∂ 13,390,000"
O. Kayongo,C,Punctual Archers,Esia,FWMF,"∂ 36,830,000"
Q. Patil,C,Punctual Archers,Esia,FWMF,"∂ 27,030,000"
Z. Namatovu,C,Punctual Archers,Esia,FWMF,"∂ 29,070,000"
F. Sun,C,Punctual Archers,Riazbe Ryma,FWMF,"∂ 16,810,000"
B. Fernandez,C,Punctual Archers,Esia,GK,"∂ 14,830,000"
W. Mandizvidza,C,Punctual Archers,Esia,GK,"∂ 13,960,000"
A. Popovi?,C,Punctual Archers,Esia,MF,"∂ 16,100,000"
K. Anek,C,Punctual Archers,Esia,MF,"∂ 21,130,000"
U. Kumakech,C,Punctual Archers,Esia,MF,"∂ 2,950,000"
V. Cherop,C,Punctual Archers,Esia,MF,"∂ 22,060,000"
X. Wasswa,C,Punctual Archers,Esia,MF,"∂ 22,510,000"
U. Alizadeh,C,Punctual Archers,Lylimi,MFFW,"∂ 29,750,000"
M. Kiiza,C,Punctual Archers,Mico,MFFW,"∂ 23,990,000"
J. Nahabwe,C,Red Artichokes,Byasier Pujan,DF,"∂ 14,270,000"
K. Kibuuka,C,Red Artichokes,Desaintko,DF,"∂ 21,740,000"
I. Tarigan,C,Red Artichokes,Esia,DF,"∂ 21,670,000"
X. Sulaiman,C,Red Artichokes,Esia,DF,"∂ 23,610,000"
P. Turyatunga,C,Red Artichokes,Mico,DF,"∂ 29,710,000"
L. Namande,C,Red Artichokes,Quewenia,DF,"∂ 19,950,000"
C. Horvat,C,Red Artichokes,Southern Ristan,DF,"∂ 23,840,000"
Z. Tanaka,C,Red Artichokes,Xikong,DF,"∂ 8,170,000"
H. Boadu,C,Red Artichokes,Esia,FW,"∂ 29,920,000"
J. Mazur,C,Red Artichokes,Esia,FWMF,"∂ 23,580,000"
M. Neo,C,Red Artichokes,Esia,FWMF,"∂ 34,910,000"
R. Nakuya,C,Red Artichokes,Tito Mia,FWMF,"∂ 21,420,000"
A. Ortega,C,Red Artichokes,Zamlie Niabangthe,FWMF,"∂ 26,640,000"
K. Tsui,C,Red Artichokes,Esia,GK,"∂ 30,170,000"
G. Kaya,C,Red Artichokes,Esia,MF,"∂ 14,450,000"
K. Walugembe,C,Red Artichokes,Esia,MF,"∂ 22,580,000"
T. Ayoo,C,Red Artichokes,Esia,MF,"∂ 26,870,000"
N. Sembiring,C,Red Artichokes,Giumle Lizeibon,MF,"∂ 17,890,000"
U. Kajumba,C,Red Artichokes,Esia,MFDF,"∂ 1,770,000"
U. Sani,C,Red Artichokes,Byasier Pujan,MFFW,"∂ 28,180,000"
I. Habibi,C,Red Artichokes,Esia,MFFW,"∂ 18,300,000"
U. Azizi,C,Red Artichokes,Esia,MFFW,"∂ 14,100,000"
C. Thomas,C,Red Artichokes,Giumle Lizeibon,MFFW,"∂ 27,740,000"
U. Katushabe,C,Red Artichokes,Ili Siaco,MFFW,"∂ 27,750,000"
P. Mudimba,C,Red Artichokes,Lylimi,MFFW,"∂ 24,560,000"
Q. Nantume,C,Red Artichokes,Lylimi,MFFW,"∂ 13,790,000"
I. Nakityo,C,Serious Cyclones,Dosqaly,DF,"∂ 14,050,000"
K. Shumba,C,Serious Cyclones,Esia,DF,"∂ 22,010,000"
T. binti Osman,C,Serious Cyclones,Esia,DF,"∂ 24,390,000"
U. Selima,C,Serious Cyclones,Esia,DF,"∂ 14,650,000"
R. Sanz,C,Serious Cyclones,Greri Landmoslands,DF,"∂ 31,140,000"
X. Pavlovi?,C,Serious Cyclones,Nganion,DF,"∂ 37,970,000"
D. Nabbosa,C,Serious Cyclones,Nkasland Cronestan,DF,"∂ 12,340,000"
Q. Yadav,C,Serious Cyclones,Quewenia,DF,"∂ 19,360,000"
J. Kondowe,C,Serious Cyclones,Southern Ristan,DF,"∂ 18,990,000"
Z. Braun,C,Serious Cyclones,Esia,DFMF,"∂ 30,050,000"
F. Yan,C,Serious Cyclones,Redohrainbri,FW,"∂ 36,650,000"
B. Umaru,C,Serious Cyclones,Esia,FWDF,"∂ 35,550,000"
B. Nakiyemba,C,Serious Cyclones,Esia,FWMF,"∂ 29,580,000"
I. Campbell,C,Serious Cyclones,Esia,FWMF,"∂ 27,960,000"
V. Wolf,C,Serious Cyclones,Esia,FWMF,"∂ 24,970,000"
L. Malinga,C,Serious Cyclones,People's Land of Maneau,FWMF,"∂ 38,470,000"
Q. Sithole,C,Serious Cyclones,Slandsganiamayotteque,FWMF,"∂ 20,640,000"
I. Permana,C,Serious Cyclones,Southern Ristan,FWMF,"∂ 32,350,000"
F. Nabunya,C,Serious Cyclones,Quewenia,GK,"∂ 12,180,000"
M. Zhou,C,Serious Cyclones,Quewenia,GK,"∂ 24,400,000"
L. Adri,C,Serious Cyclones,Esia,MF,"∂ 30,120,000"
O. Lakot,C,Serious Cyclones,Mico,MF,"∂ 19,330,000"
A. Ono,C,Serious Cyclones,People's Land of Maneau,MF,"∂ 21,860,000"
I. Reilly,C,Serious Cyclones,Southern Ristan,MF,"∂ 26,650,000"
A. Yusuf,C,Serious Cyclones,Esia,MFFW,"∂ 34,380,000"
B. Kalyango,C,Serious Cyclones,Lefghau,MFFW,"∂ 39,550,000"
F. Santana,C,Silver Frogs,Dosqaly,DF,"∂ 12,100,000"
T. Dietrich,C,Silver Frogs,Dosqaly,DF,"∂ 17,250,000"
D. Mészáros,C,Silver Frogs,Esia,DF,"∂ 21,510,000"
N. Suryani,C,Silver Frogs,Lefghau,DF,"∂ 13,360,000"
F. Mawa,C,Silver Frogs,Manlisgamncent,DF,"∂ 17,860,000"
W. Okeke,C,Silver Frogs,Quewenia,DF,"∂ 26,660,000"
M. Nakkazi,C,Silver Frogs,Slandsganiamayotteque,DF,"∂ 13,620,000"
D. Wahyudi,C,Silver Frogs,Esia,DFMF,"∂ 38,280,000"
E. Lam,C,Silver Frogs,Byasier Pujan,FW,"∂ 32,160,000"
O. Lombardi,C,Silver Frogs,Frenchdo Stanser,FW,"∂ 16,890,000"
A. Nantege,C,Silver Frogs,Lefghau,FW,"∂ 31,660,000"
I. Kyakimwa,C,Silver Frogs,Lefghau,FW,"∂ 32,620,000"
F. Blanco,C,Silver Frogs,Manlisgamncent,FW,"∂ 29,290,000"
I. Khalili,C,Silver Frogs,Esia,FWDF,"∂ 25,640,000"
C. Wee,C,Silver Frogs,Esia,FWMF,"∂ 31,800,000"
G. Kwiatkowski,C,Silver Frogs,Nkasland Cronestan,FWMF,"∂ 28,500,000"
Q. Addo,C,Silver Frogs,Quewenia,FWMF,"∂ 30,930,000"
S. Achen,C,Silver Frogs,Giumle Lizeibon,GK,"∂ 21,350,000"
L. Msowoya,C,Silver Frogs,Southern Ristan,GK,"∂ 9,890,000"
G. Foong,C,Silver Frogs,Esia,MF,"∂ 24,040,000"
V. Nabukeera,C,Silver Frogs,Esia,MF,"∂ 31,260,000"
K. Lawino,C,Silver Frogs,Giumle Lizeibon,MF,"∂ 22,440,000"
J. Munduru,C,Silver Frogs,Varijitri Isles,MF,"∂ 15,440,000"
P. Takahashi,C,Silver Frogs,Dosqaly,MFDF,"∂ 20,780,000"
I. Lew,C,Silver Frogs,Esia,MFFW,"∂ 25,210,000"
Z. Uy,C,Silver Frogs,Quewenia,MFFW,"∂ 18,400,000"
G. Onencan,C,Spicy Gophers,Byasier Pujan,DF,"∂ 33,460,000"
D. Musimenta,C,Spicy Gophers,Esia,DF,"∂ 20,790,000"
D. Steiner,C,Spicy Gophers,Esia,DF,"∂ 12,920,000"
M. Dufour,C,Spicy Gophers,Esia,DF,"∂ 12,640,000"
N. Kiss,C,Spicy Gophers,Esia,DF,"∂ 21,100,000"
E. Byekwaso,C,Spicy Gophers,Nganion,DF,"∂ 24,310,000"
K. De Angelis,C,Spicy Gophers,Rosvi,DF,"∂ 17,420,000"
A. Soltani,C,Spicy Gophers,Southern Ristan,DF,"∂ 21,670,000"
A. Blanchard,C,Spicy Gophers,Esia,DFMF,"∂ 30,790,000"
A. Mwesigwa,C,Spicy Gophers,Esia,DFMF,"∂ 22,540,000"
U. Tweheyo,C,Spicy Gophers,Esia,DFMF,"∂ 4,770,000"
H. Nandawula,C,Spicy Gophers,Mico,DFMF,"∂ 19,030,000"
L. Bagheri,C,Spicy Gophers,Republic of Denand Landsa,FW,"∂ 29,290,000"
S. Lokol,C,Spicy Gophers,Republic of Denand Landsa,FW,"∂ 25,760,000"
G. Bey,C,Spicy Gophers,Xikong,FW,"∂ 27,360,000"
U. Rees,C,Spicy Gophers,Dosqaly,FWMF,"∂ 24,390,000"
X. Lunyolo,C,Spicy Gophers,Esia,FWMF,"∂ 16,250,000"
C. Mari?,C,Spicy Gophers,Giumle Lizeibon,FWMF,"∂ 30,210,000"
V. Namayanja,C,Spicy Gophers,Ledian,FWMF,"∂ 22,920,000"
I. Bitton,C,Spicy Gophers,Esia,GK,"∂ 11,890,000"
P. Galli,C,Spicy Gophers,Esia,GK,"∂ 16,910,000"
E. Nambafu,C,Spicy Gophers,Esia,MF,"∂ 14,500,000"
T. Mguni,C,Spicy Gophers,Esia,MF,"∂ 24,270,000"
F. Dutta,C,Spicy Gophers,Tabhu Striary,MF,"∂ 17,510,000"
G. Moradi,C,Spicy Gophers,Esia,MFFW,"∂ 32,110,000"
L. Kofi,C,Spicy Gophers,Esia,MFFW,"∂ 19,450,000"
V. Okongo,C,Spicy Gophers,Esia,MFFW,"∂ 30,990,000"
X. De Vries,C,Spicy Gophers,Ingre,MFFW,"∂ 16,250,000"
I. Nakato,C,Supreme Jaguars,Coastpa Barleslands,DF,"∂ 25,680,000"
B. Sabano,C,Supreme Jaguars,Esia,DF,"∂ 17,870,000"
C. Kyaligonza,C,Supreme Jaguars,Esia,DF,"∂ 12,140,000"
D. Hsu,C,Supreme Jaguars,Esia,DF,"∂ 6,180,000"
S. Kyobutungi,C,Supreme Jaguars,Esia,DF,"∂ 19,380,000"
U. Kasande,C,Supreme Jaguars,Esia,DF,"∂ 23,230,000"
X. Kurnia,C,Supreme Jaguars,Esia,DF,"∂ 18,430,000"
Y. Iwasaki,C,Supreme Jaguars,Esia,DF,"∂ 23,870,000"
Z. Chipeta,C,Supreme Jaguars,Esia,DF,"∂ 14,650,000"
Z. Nicolas,C,Supreme Jaguars,Esia,DF,"∂ 14,850,000"
I. Öztürk,C,Supreme Jaguars,Rosvi,DF,"∂ 24,590,000"
I. Ssentongo,C,Supreme Jaguars,Varijitri Isles,DF,"∂ 14,940,000"
A. Nantege,C,Supreme Jaguars,Lefghau,DFFW,"∂ 20,990,000"
A. Akoth,C,Supreme Jaguars,Unicorporated Tiagascar,DFMF,"∂ 23,820,000"
B. Liang,C,Supreme Jaguars,Byasier Pujan,FW,"∂ 37,570,000"
A. Guo,C,Supreme Jaguars,Esia,FW,"∂ 5,300,000"
T. Ramos,C,Supreme Jaguars,Esia,FW,"∂ 30,620,000"
U. Den,C,Supreme Jaguars,Greri Landmoslands,FW,"∂ 16,820,000"
D. Vanags,C,Supreme Jaguars,Ingre,FW,"∂ 14,260,000"
C. Paramar,C,Supreme Jaguars,Redohrainbri,FW,"∂ 5,770,000"
R. Christiansen,C,Supreme Jaguars,Slandsganiamayotteque,FW,"∂ 29,130,000"
T. Sarkar,C,Supreme Jaguars,Unicorporated Tiagascar,FW,"∂ 20,400,000"
D. Jansson,C,Supreme Jaguars,Biarizea,FWDF,"∂ 21,790,000"
U. Tuhaise,C,Supreme Jaguars,Esia,FWDF,"∂ 24,240,000"
M. Colombo,C,Supreme Jaguars,Djipines,FWMF,"∂ 17,250,000"
M. Ebong,C,Supreme Jaguars,Esia,FWMF,"∂ 26,280,000"
X. Seidu,C,Supreme Jaguars,Giumle Lizeibon,FWMF,"∂ 24,470,000"
L. Jung,C,Supreme Jaguars,Rarita,FWMF,"∂ 25,770,000"
F. Quansah,C,Supreme Jaguars,Southern Ristan,FWMF,"∂ 32,090,000"
Q. Nakyeyune,C,Supreme Jaguars,Esia,GK,"∂ 12,260,000"
